Var1,name,gp,min,pts,fgm,fga,fg,x3p_made,x3pa,x3p,ftm,fta,ft,oreb,dreb,reb,ast,stl,blk,tov,target_5yrs
313,Conner Henry,54.0,6.0,2.3,0.9,2.5,33.8,0.2,0.8,31.0,0.3,0.5,63.0,0.1,0.5,0.6,0.6,0.2,0.0,0.5,no
314,Patrick Ewing,50.0,35.4,20.0,7.7,16.3,47.4,0.0,0.1,0.0,4.5,6.1,73.9,2.5,6.5,9.0,2.0,1.1,2.1,3.4,no
315,Xavier McDaniel,82.0,33.0,17.1,7.0,14.3,49.0,0.0,0.1,20.0,3.0,4.4,68.7,3.7,4.2,8.0,2.4,1.2,0.5,3.0,yes
316,Karl Malone*,81.0,30.6,14.9,6.2,12.5,49.6,0.0,0.0,0.0,2.4,5.0,48.1,2.1,6.7,8.9,2.9,1.3,0.5,3.4,yes
317,Wayman Tisdale,81.0,28.1,14.7,6.4,12.4,51.5,0.0,0.0,0.0,2.0,2.9,68.4,2.4,4.9,7.2,1.0,0.4,0.5,2.3,yes
318,Benoit Benjamin,79.0,26.4,11.1,4.1,8.4,49.0,0.0,0.0,33.3,2.9,3.9,74.6,2.0,5.6,7.6,1.0,0.8,2.6,1.8,yes
319,Chris Mullin*,55.0,25.3,14.0,5.2,11.3,46.3,0.1,0.5,18.5,3.4,3.8,89.6,0.8,1.3,2.1,1.9,1.3,0.4,1.4,yes
320,Gerald Wilkins,81.0,25.0,12.5,5.4,11.5,46.8,0.1,0.3,28.0,1.6,2.9,55.7,1.1,1.4,2.6,2.0,0.8,0.1,1.9,yes
321,Joe Dumars*,82.0,23.9,9.4,3.5,7.3,48.1,0.1,0.2,31.3,2.3,2.9,79.8,0.7,0.7,1.5,4.8,0.8,0.1,1.9,yes
322,Cody Zeller,82.0,17.3,6.0,2.1,4.9,42.6,0.0,0.0,0.0,1.8,2.4,73.0,1.4,2.9,4.3,1.1,0.5,0.5,1.1,no
323,Charles Oakley,77.0,23.0,9.6,3.6,7.0,51.9,0.0,0.0,0.0,2.3,3.5,66.2,3.3,5.3,8.6,1.7,0.9,0.4,2.3,yes
324,Jon Koncak,82.0,20.7,8.3,3.2,6.3,50.7,0.0,0.0,0.0,1.9,3.1,60.7,2.1,3.6,5.7,0.7,0.5,0.8,1.4,yes
325,Keith Lee,58.0,20.6,7.4,3.1,6.6,46.6,0.0,0.2,22.2,1.3,1.7,78.1,2.0,4.1,6.1,1.2,0.5,0.6,1.3,no
326,Ed Pinckney,80.0,20.0,8.5,3.2,5.7,55.8,0.0,0.0,0.0,2.1,3.2,67.3,1.2,2.7,3.9,1.1,0.9,0.5,1.9,yes
327,A.C. Green,82.0,18.8,6.4,2.5,4.7,53.9,0.0,0.1,16.7,1.2,2.0,61.1,2.0,2.7,4.6,0.7,0.6,0.6,1.2,yes
328,Bob Thornton,71.0,18.6,4.7,1.8,3.9,45.6,0.0,0.0,0.0,1.2,2.3,53.1,1.6,2.5,4.1,0.6,0.4,0.1,1.2,yes
329,Terry Catledge,64.0,17.1,7.7,3.2,6.7,46.9,0.0,0.1,0.0,1.4,2.2,64.7,1.7,2.6,4.3,0.3,0.5,0.1,1.1,yes
330,Spud Webb,79.0,15.6,7.8,2.5,5.2,48.3,0.0,0.1,18.2,2.7,3.5,78.5,0.3,1.2,1.6,4.3,1.0,0.1,2.0,yes
331,Terry Porter,79.0,15.4,7.1,2.7,5.7,47.4,0.2,0.5,31.0,1.6,2.0,80.6,0.4,1.0,1.5,2.5,1.0,0.0,1.3,yes
332,Marquese Chriss,34.0,17.1,7.0,2.7,6.3,42.7,0.6,2.1,31.0,1.0,1.7,59.6,1.1,2.2,3.3,0.5,0.5,0.5,1.2,no
333,Nick Calathes,71.0,16.5,4.9,2.0,4.4,45.7,0.3,0.9,31.1,0.6,1.0,61.1,0.3,1.6,1.9,2.9,0.9,0.1,1.4,no
334,Carey Scurry,78.0,15.0,4.7,1.8,3.9,47.2,0.0,0.1,9.1,1.0,1.6,61.9,1.2,1.9,3.1,1.1,1.0,0.8,1.2,no
335,Dirk Minniefield,76.0,14.9,5.5,2.2,4.6,48.1,0.1,0.5,27.0,1.0,1.2,78.5,0.6,1.2,1.7,3.5,0.9,0.0,1.4,no
336,Joe Kleine,80.0,14.8,5.2,2.0,4.3,46.5,0.0,0.0,0.0,1.2,1.6,72.3,1.4,3.3,4.7,0.6,0.3,0.4,1.3,yes
337,Alfredrick Hughes,68.0,12.7,5.2,2.2,5.5,40.9,0.0,0.3,17.6,0.7,1.2,58.3,0.7,0.9,1.7,0.9,0.4,0.1,0.9,no
338,Ken Johnson,64.0,12.7,4.1,1.8,3.3,52.8,0.0,0.0,0.0,0.6,1.3,43.5,1.4,2.4,3.8,0.3,0.2,0.3,0.9,no
339,Ken Johnson,64.0,12.7,4.1,1.8,3.3,52.8,0.0,0.0,0.0,0.6,1.3,43.5,1.4,2.4,3.8,0.3,0.2,0.3,0.9,no
340,Pete Williams,53.0,10.8,2.8,1.3,2.1,60.4,0.0,0.0,0.0,0.3,0.8,42.5,0.9,1.9,2.8,0.3,0.4,0.4,0.4,no
341,Bill Martin,-1.0,10.5,5.0,2.2,4.5,48.0,0.0,0.1,0.0,0.7,0.8,85.2,0.6,0.9,1.5,0.8,0.3,0.1,0.9,no
342,Tony Snell,77.0,16.0,4.5,1.7,4.4,38.4,0.7,2.3,32.0,0.4,0.5,75.6,0.2,1.4,1.6,0.9,0.4,0.2,0.6,no
343,Fred Cofield,45.0,10.4,3.7,1.7,4.1,40.8,0.1,0.3,20.0,0.3,0.4,60.0,0.1,0.9,1.0,1.8,0.4,0.1,1.1,no
344,Dwayne McClain,45.0,10.2,3.5,1.5,4.0,38.3,0.0,0.2,11.1,0.4,0.8,51.4,0.3,0.4,0.7,1.5,0.8,0.1,0.9,no
345,John Battle,64.0,10.0,4.3,1.6,3.5,45.5,0.0,0.1,0.0,1.2,1.6,72.8,0.2,0.8,1.0,1.2,0.4,0.1,0.7,yes
346,Jerry Reynolds,55.0,9.2,3.7,1.3,2.9,44.4,0.0,0.0,50.0,1.1,1.9,55.8,0.7,0.8,1.5,1.6,0.8,0.3,0.9,yes
347,Steve Harris,57.0,8.5,4.5,1.8,4.1,44.2,0.0,0.1,20.0,0.9,0.9,92.6,0.4,0.6,1.0,0.9,0.4,0.1,0.6,yes
348,Lorenzo Charles,36.0,7.6,3.4,1.4,2.4,55.7,0.0,0.0,0.0,0.7,1.0,66.7,0.4,0.7,1.1,0.2,0.1,0.2,0.5,no
349,Sam Vincent,57.0,7.6,3.2,1.0,2.8,36.4,0.0,0.1,25.0,1.1,1.2,92.9,0.2,0.6,0.8,1.2,0.3,0.1,0.9,yes
350,Blair Rasmussen,48.0,6.9,3.2,1.3,3.1,40.7,0.0,0.0,0.0,0.6,0.8,79.5,0.8,1.3,2.0,0.3,0.1,0.2,0.8,yes
351,Phil Pressey,75.0,15.1,2.8,1.0,3.4,30.8,0.4,1.4,26.4,0.4,0.6,64.4,0.3,1.1,1.4,3.2,0.9,0.1,1.2,no
352,Michael Jordan*,82.0,38.3,28.2,10.2,19.8,51.5,0.1,0.6,17.3,7.7,9.1,84.5,2.0,4.5,6.5,5.9,2.4,0.8,3.5,yes
353,Vern Fleming,80.0,31.1,14.1,5.4,11.5,47.0,0.0,0.1,0.0,3.3,4.2,76.7,1.9,2.2,4.0,3.1,1.2,0.1,2.5,yes
354,Sam Bowie,76.0,29.2,10.0,3.9,7.3,53.7,0.0,0.0,0.0,2.1,3.0,71.1,2.7,5.9,8.6,2.8,0.7,2.7,2.3,yes
355,Charles Barkley*,82.0,28.6,14.0,5.2,9.5,54.5,0.0,0.1,16.7,3.6,4.9,73.3,3.2,5.3,8.6,1.9,1.2,1.0,2.5,yes
356,Sam Perkins,82.0,28.3,11.0,4.2,9.0,47.1,0.1,0.4,25.0,2.4,3.0,82.0,2.3,5.1,7.4,1.6,0.8,0.8,1.2,yes
357,Jay Humphries,80.0,25.8,8.8,3.5,7.8,44.6,0.1,0.3,20.0,1.8,2.1,82.9,0.4,1.7,2.1,4.4,1.3,0.1,2.1,yes
358,Melvin Turpin,79.0,24.7,10.6,4.6,9.0,51.1,0.0,0.0,0.0,1.4,1.8,78.4,2.0,3.8,5.7,0.5,0.5,1.1,1.5,yes
359,Otis Thorpe,82.0,23.4,12.8,5.0,8.4,60.0,0.0,0.0,0.0,2.8,4.5,62.0,2.3,4.5,6.8,1.4,0.4,0.5,2.3,yes
360,Kevin Willis,82.0,21.8,9.3,3.9,8.4,46.7,0.0,0.1,22.2,1.5,2.2,65.7,2.2,4.2,6.4,0.4,0.4,0.6,1.3,yes
361,Michael Cage,75.0,21.5,7.1,2.9,5.3,54.3,0.0,0.0,0.0,1.3,1.8,73.7,1.7,3.5,5.2,0.7,0.6,0.4,1.1,yes
362,Alvin Robertson,79.0,21.3,9.2,3.8,7.6,49.8,0.1,0.1,36.4,1.6,2.1,73.4,1.5,1.9,3.4,3.5,1.6,0.3,2.1,yes
363,Tim McCormick,78.0,20.3,9.3,3.4,6.2,55.7,0.0,0.0,0.0,2.4,3.4,71.5,1.9,3.2,5.1,1.0,0.2,0.4,1.5,yes
364,Charles Jones,78.0,20.1,8.4,3.0,5.8,52.0,0.0,0.1,0.0,2.3,3.6,64.8,1.8,3.3,5.1,1.6,0.6,0.8,1.8,yes
365,Charles Jones,78.0,20.1,8.4,3.0,5.8,52.0,0.0,0.1,0.0,2.3,3.6,64.8,1.8,3.3,5.1,1.6,0.6,0.8,1.8,no
366,Charles Jones,78.0,20.1,8.4,3.0,5.8,52.0,0.0,0.1,0.0,2.3,3.6,64.8,1.8,3.3,5.1,1.6,0.6,0.8,1.8,no
367,Charles Jones,29.0,16.4,3.7,1.3,4.2,31.7,0.7,2.1,31.1,0.4,0.8,50.0,0.3,1.1,1.4,1.4,0.6,0.2,1.0,yes
368,Charles Jones,29.0,16.4,3.7,1.3,4.2,31.7,0.7,2.1,31.1,0.4,0.8,50.0,0.3,1.1,1.4,1.4,0.6,0.2,1.0,no
369,Charles Jones,29.0,16.4,3.7,1.3,4.2,31.7,0.7,2.1,31.1,0.4,0.8,50.0,0.3,1.1,1.4,1.4,0.6,0.2,1.0,no
370,Jeff Turner,72.0,19.8,5.8,2.4,5.2,45.4,0.0,0.0,0.0,1.1,1.3,85.9,1.2,1.8,3.0,1.5,0.4,0.1,1.3,yes
371,Tony Brown,82.0,19.3,6.6,2.6,5.7,46.0,0.0,0.1,0.0,1.4,2.1,67.8,1.8,1.7,3.5,1.9,0.7,0.1,1.4,yes
372,Antoine Carr,62.0,19.3,8.0,3.2,6.0,52.8,0.0,0.1,33.3,1.6,2.1,78.9,1.3,2.5,3.7,1.3,0.5,1.3,1.7,yes
373,Steve Colter,78.0,18.7,7.1,2.8,6.1,45.3,0.3,0.9,35.1,1.3,1.7,75.4,0.5,1.4,1.9,3.1,1.0,0.1,1.4,yes
374,Ken Bannister,75.0,18.7,6.8,2.8,5.9,47.0,0.0,0.0,0.0,1.2,2.6,47.4,1.4,3.0,4.4,0.5,0.5,0.5,1.9,yes
375,John Stockton*,82.0,18.2,5.6,1.9,4.1,47.1,0.0,0.1,18.2,1.7,2.4,73.6,0.3,1.0,1.3,5.1,1.3,0.1,1.8,yes
376,Terence Stansbury,74.0,17.3,7.1,2.8,6.2,45.9,0.1,0.3,16.0,1.4,1.7,81.0,0.5,1.0,1.5,1.7,0.6,0.2,1.1,no
377,Othell Wilson,74.0,17.0,4.4,1.8,3.9,46.0,0.0,0.2,18.8,0.7,1.0,71.1,0.5,1.3,1.8,2.9,1.0,0.2,1.3,no
378,Eddie Lee Wilkins,54.0,17.0,5.5,2.1,4.3,49.8,0.0,0.0,0.0,1.2,2.3,54.1,1.6,3.3,4.9,0.3,0.4,0.3,1.2,yes
379,Chuck Aleksinas,74.0,15.1,5.1,2.2,4.6,47.8,0.0,0.0,0.0,0.7,1.0,73.3,1.2,2.5,3.6,0.5,0.2,0.2,1.0,no
380,Ron Anderson,36.0,14.4,5.8,2.3,5.4,43.1,0.0,0.1,50.0,1.1,1.4,82.0,1.1,1.4,2.4,0.9,0.3,0.2,0.9,yes
381,Frank Brickowski,78.0,14.3,4.9,1.9,3.9,49.2,0.0,0.1,0.0,1.1,1.6,66.9,1.0,2.4,3.3,1.3,0.4,0.2,1.3,yes
382,Ozell Jones,67.0,13.3,3.7,1.6,2.7,58.9,0.0,0.0,0.0,0.5,1.2,39.8,1.0,2.6,3.6,0.8,0.5,0.8,0.9,no
383,Devin Durrant,59.0,12.8,5.1,1.9,4.6,41.6,0.0,0.1,0.0,1.2,1.7,70.6,0.8,1.3,2.1,1.4,0.3,0.2,1.3,no
384,Jerome Kersey,77.0,12.4,6.1,2.3,4.8,47.8,0.0,0.0,0.0,1.5,2.4,64.6,1.2,1.4,2.7,0.8,0.6,0.4,0.9,yes
385,Ron Cavenall,53.0,12.3,1.5,0.5,1.6,32.6,0.0,0.0,0.0,0.4,0.7,56.4,1.0,2.1,3.1,0.4,0.2,0.8,0.8,no
386,Jim Petersen,60.0,11.9,3.2,1.2,2.4,48.6,0.0,0.0,0.0,0.8,1.1,75.8,0.7,1.7,2.5,0.5,0.2,0.5,1.2,yes
387,Tony Campbell,56.0,11.2,5.6,2.3,4.7,49.6,0.0,0.0,0.0,1.0,1.3,80.0,0.7,0.9,1.6,0.4,0.5,0.1,1.2,yes
388,Lancaster Gordon,62.0,14.45,5.1,2.0,4.4,44.7,0.0,0.1,22.2,0.95,1.4,70.4,0.7,1.4,1.0,1.4,0.5,0.2,1.0,no
389,Gary Plummer,66.0,10.6,3.8,1.4,3.5,39.7,0.0,0.1,25.0,1.0,1.4,70.7,0.8,1.2,2.0,0.4,0.2,0.2,0.8,no
390,Kenny Fields,51.0,10.5,3.8,1.6,3.7,44.0,0.0,0.0,0.0,0.5,0.7,75.0,0.8,0.8,1.6,0.7,0.2,0.2,0.6,no
391,Cory Blackwell,60.0,9.2,3.4,1.5,4.0,36.7,0.0,0.0,0.0,0.5,0.9,50.9,0.7,0.9,1.6,0.4,0.4,0.1,0.7,no
392,Bernard Thompson,59.0,9.1,3.3,1.3,3.6,37.3,0.0,0.1,0.0,0.7,0.9,76.5,0.6,0.7,1.3,0.9,0.5,0.2,0.6,yes
393,Peter Thibeaux,51.0,9.0,4.5,1.8,3.8,48.2,0.0,0.0,0.0,0.8,1.3,64.2,0.6,0.8,1.4,0.3,0.2,0.3,0.7,no
394,Steve Burtt,47.0,8.9,4.2,1.5,4.0,38.3,0.0,0.0,0.0,1.1,1.6,68.8,0.2,0.4,0.6,0.4,0.5,0.1,0.7,no
395,Leon Wood,38.0,7.1,3.2,1.3,3.5,37.3,0.1,0.8,13.3,0.5,0.7,69.2,0.1,0.4,0.5,1.2,0.2,0.0,0.7,yes
396,Charlie Sitton,43.0,7.1,2.1,0.9,2.2,41.5,0.0,0.0,0.0,0.3,0.6,52.0,0.6,0.8,1.4,0.6,0.2,0.1,0.4,no
397,Tom Scheffler,39.0,6.9,1.3,0.5,1.3,41.2,0.0,0.0,0.0,0.3,0.5,50.0,0.5,1.5,1.9,0.3,0.2,0.3,0.4,no
398,Willie White,39.0,6.0,3.3,1.3,3.2,41.9,0.1,0.3,36.4,0.5,0.8,67.7,0.4,0.5,0.9,0.7,0.1,0.1,0.8,no
399,Rick Carlisle,38.0,4.7,1.8,0.7,1.8,38.8,0.0,0.1,0.0,0.4,0.4,88.2,0.2,0.3,0.6,0.7,0.1,0.0,0.5,yes
400,Ralph Sampson*,82.0,32.8,21.0,8.7,16.7,52.3,0.0,0.0,25.0,3.5,5.3,66.1,3.6,7.6,11.1,2.0,0.8,2.4,3.6,yes
401,Steve Stipanovich,81.0,30.0,12.0,4.8,10.1,48.0,0.0,0.2,18.8,2.3,3.0,75.3,1.4,5.5,6.9,2.1,0.9,0.8,2.0,yes
402,Ennis Whatley,80.0,27.0,8.4,3.3,7.0,46.9,0.0,0.0,0.0,1.8,2.5,73.0,0.8,1.7,2.5,8.3,1.5,0.2,3.4,yes
403,Rodney McCray,79.0,26.3,10.8,4.2,8.5,49.9,0.0,0.1,25.0,2.3,3.2,73.1,2.2,3.5,5.7,2.2,0.7,0.7,1.5,yes
404,Anthony Bonner,62.0,14.45,5.1,2.0,4.4,44.7,0.0,0.1,24.5,0.95,1.4,70.4,0.7,1.4,3.0,0.3,0.5,0.2,1.0,yes
405,Mitchell Wiggins,82.0,25.9,12.4,4.9,10.9,44.8,0.1,0.4,24.1,2.6,3.5,74.2,1.7,2.3,4.0,2.3,1.3,0.1,1.7,yes
406,Thurl Bailey,81.0,24.8,8.5,3.7,7.3,51.2,0.0,0.0,0.0,1.1,1.4,75.2,1.4,4.3,5.7,1.6,0.5,1.5,1.3,yes
407,Jeff Malone,81.0,24.4,12.1,5.0,11.3,44.4,0.3,0.9,32.4,1.8,2.1,82.6,0.7,1.2,1.9,1.9,0.3,0.2,1.4,yes
408,Doc Rivers,81.0,23.9,9.3,3.1,6.7,46.2,0.0,0.1,16.7,3.1,4.0,78.5,0.9,1.8,2.7,3.9,1.6,0.4,2.1,yes
409,Roy Hinson,80.0,23.2,5.5,2.3,4.6,49.6,0.0,0.0,0.0,0.9,1.5,59.0,2.2,4.1,6.2,0.9,0.4,1.8,1.4,yes
410,Byron Scott,74.0,22.1,10.6,4.5,9.3,48.4,0.1,0.5,23.5,1.5,1.9,80.6,0.7,1.5,2.2,2.4,1.1,0.3,1.6,yes
411,Paul Thompson,82.0,21.1,9.0,3.8,8.1,46.7,0.1,0.5,23.1,1.4,1.8,77.2,1.5,2.3,3.8,1.5,0.8,0.5,0.9,no
412,Derek Harper,82.0,20.9,5.7,2.4,5.5,44.3,0.0,0.3,11.5,0.8,1.2,67.3,0.6,1.5,2.1,2.9,1.2,0.3,1.4,yes
413,Fred Roberts,79.0,19.4,7.3,2.7,5.1,53.6,0.0,0.1,25.0,1.8,2.2,83.7,1.3,2.6,3.8,1.2,0.7,0.5,1.3,yes
414,Rod Foster,80.0,17.8,8.3,3.3,7.3,44.8,0.3,1.1,26.2,1.5,1.9,78.7,0.5,1.0,1.5,2.2,0.7,0.1,1.4,no
415,Dewayne Dedmon,31.0,12.6,3.1,1.2,2.7,45.8,0.0,0.0,0.0,0.7,1.0,65.6,1.2,2.9,4.1,0.2,0.2,0.7,0.6,no
416,Jon Sundvold,73.0,17.6,6.9,3.0,6.7,44.5,0.1,0.5,24.3,0.9,1.0,88.9,0.3,0.9,1.2,3.3,0.4,0.0,1.1,yes
417,Clyde Drexler*,82.0,17.2,7.7,3.1,6.8,45.1,0.0,0.0,25.0,1.5,2.1,72.8,1.4,1.5,2.9,1.9,1.3,0.3,1.5,yes
418,Jim Thomas,72.0,16.9,6.3,2.6,5.6,46.4,0.0,0.2,9.1,1.1,1.5,72.7,0.8,1.3,2.1,1.8,0.8,0.1,1.0,no
419,Darrell Walker,82.0,16.1,7.9,2.6,6.3,41.7,0.0,0.2,26.7,2.5,3.2,79.1,0.9,1.1,2.0,3.5,1.6,0.2,2.4,yes
420,Sidney Lowe,78.0,15.9,4.2,1.4,3.3,41.3,0.0,0.2,11.1,1.4,1.8,77.7,0.4,1.2,1.6,3.4,1.2,0.1,1.4,no
421,Dale Ellis,67.0,15.8,8.2,3.4,7.4,45.6,0.2,0.4,41.4,1.3,1.8,71.9,1.6,2.1,3.7,0.8,0.6,0.1,1.2,yes
422,Darren Daye,75.0,15.7,6.1,2.4,5.4,44.1,0.0,0.1,0.0,1.3,1.8,71.4,1.2,1.3,2.5,2.3,0.5,0.2,1.3,yes
423,Randy Wittman,78.0,13.7,4.5,2.1,4.1,50.3,0.0,0.1,40.0,0.4,0.6,60.9,0.2,0.7,0.9,0.9,0.2,0.0,0.4,yes
424,Sidney Green,49.0,13.6,5.2,2.0,4.7,43.9,0.0,0.0,0.0,1.1,1.6,71.4,1.2,2.4,3.6,0.5,0.4,0.3,1.2,yes
425,Granville Waiters,78.0,13.3,3.6,1.6,3.1,51.7,0.0,0.0,0.0,0.4,0.7,60.8,0.8,2.1,2.9,0.8,0.3,1.1,0.8,yes
426,C.J. McCollum,38.0,12.5,5.3,1.9,4.7,41.6,0.8,2.1,37.5,0.6,0.9,67.6,0.2,1.1,1.3,0.7,0.4,0.1,0.9,no
427,Howard Carter,55.0,12.5,6.2,2.6,5.7,45.9,0.1,0.3,26.3,0.9,1.1,77.0,0.7,0.9,1.6,1.3,0.3,0.1,0.8,no
428,Dane Suttle,40.0,11.7,6.5,2.7,5.4,50.9,0.0,0.1,0.0,1.0,1.2,85.1,0.5,0.6,1.2,1.2,0.5,0.0,0.8,no
429,Scooter McCray,47.0,11.1,2.7,1.0,2.6,38.8,0.0,0.0,0.0,0.7,1.1,70.0,1.0,1.5,2.4,0.9,0.2,0.4,0.7,no
430,Sedale Threatt,45.0,10.3,3.3,1.4,3.3,41.9,0.0,0.2,12.5,0.5,0.6,82.1,0.4,0.5,0.9,0.9,0.3,0.0,0.7,yes
431,John Paxson,49.0,9.3,2.9,1.2,2.8,44.5,0.1,0.4,18.2,0.3,0.5,61.5,0.1,0.6,0.7,3.0,0.2,0.0,0.7,yes
432,Leroy Combs,48.0,9.3,4.5,1.7,3.4,49.7,0.0,0.1,0.0,1.2,1.9,61.5,0.4,0.8,1.2,0.8,0.5,0.4,1.0,no
433,Larry Micheaux,39.0,8.5,3.1,1.3,2.3,54.4,0.0,0.0,0.0,0.5,1.0,53.8,1.0,1.9,2.9,0.5,0.5,0.3,0.5,no
434,Randy Breuer,57.0,8.3,2.9,1.2,3.1,38.4,0.0,0.0,0.0,0.6,0.8,69.6,0.8,1.1,1.9,0.3,0.2,0.7,0.6,yes
435,Pace Mannion,57.0,8.2,2.1,0.9,2.2,39.7,0.1,0.2,23.1,0.3,0.4,78.3,0.4,0.6,1.0,0.8,0.4,0.0,0.4,yes
436,Kris Dunn,33.0,16.9,4.1,1.5,4.1,37.3,0.3,0.9,29.0,0.8,1.2,62.5,0.4,1.9,2.2,2.4,1.0,0.3,1.2,no
437,Robbie Hummel,53.0,12.4,3.4,1.3,3.3,37.9,0.6,1.7,36.0,0.3,0.3,93.8,0.7,1.8,2.5,0.4,0.3,0.0,0.2,no
438,Bruce Kuczenski,15.0,7.9,1.9,0.7,2.5,27.0,0.0,0.0,0.0,0.5,0.8,66.7,0.5,1.1,1.5,0.5,0.1,0.1,1.0,no
439,Russell Cross,45.0,7.9,3.7,1.4,2.5,57.1,0.0,0.0,0.0,0.8,2.0,41.8,0.8,1.0,1.8,0.5,0.3,0.2,0.4,no
440,Bob Hansen,55.0,7.6,2.7,1.2,2.6,44.8,0.0,0.1,0.0,0.3,0.5,64.3,0.2,0.6,0.9,0.8,0.3,0.1,0.6,yes
441,Greg Kite,35.0,5.6,1.9,0.9,1.9,45.5,0.0,0.0,0.0,0.1,0.5,31.3,0.8,1.0,1.8,0.2,0.0,0.1,0.6,yes
442,Terry Cummings,70.0,36.2,23.7,9.8,18.7,52.3,0.0,0.0,0.0,4.2,5.9,70.9,4.3,6.3,10.6,2.5,1.8,0.9,2.9,yes
443,Clark Kellogg,81.0,34.1,20.1,8.4,17.5,47.9,0.0,0.2,22.2,3.2,4.3,74.1,4.2,6.4,10.6,2.8,1.7,0.5,2.7,yes
444,Quintin Dailey,76.0,27.4,15.1,6.2,13.3,46.6,0.1,0.3,20.0,2.7,3.7,73.0,1.1,2.3,3.4,3.7,0.9,0.1,2.7,yes
445,Rod Higgins,82.0,26.8,10.3,3.8,8.5,44.8,0.2,0.5,31.7,2.5,3.2,79.2,1.9,2.5,4.5,2.1,0.8,0.8,1.6,yes
446,Craig Hodges,76.0,26.6,9.9,4.2,9.3,45.2,0.3,1.2,22.2,1.2,1.7,72.3,0.7,0.9,1.6,3.6,1.1,0.1,2.1,yes
447,Jeff Withey,58.0,11.8,3.3,1.2,2.2,53.5,0.0,0.0,0.0,0.9,1.3,71.2,0.8,1.7,2.6,0.4,0.3,0.9,0.3,no
448,James Worthy*,77.0,25.6,13.4,5.8,10.0,57.9,0.0,0.1,25.0,1.8,2.9,62.4,2.0,3.1,5.2,1.7,1.2,0.8,2.3,yes
449,Trent Tucker,78.0,23.5,8.4,3.8,8.3,46.2,0.2,0.4,46.7,0.6,0.8,67.2,1.0,1.8,2.8,2.5,0.7,0.1,0.9,yes
450,Terry Teagle,73.0,23.4,10.4,4.5,10.6,42.8,0.1,0.4,34.5,1.2,1.7,69.6,1.0,1.6,2.7,2.1,0.7,0.3,1.9,yes
451,Marc Iavaroni,80.0,20.2,5.1,2.0,4.4,46.2,0.0,0.0,0.0,1.0,1.4,69.0,1.5,2.7,4.1,1.0,0.4,0.6,1.7,yes
452,Ed Nealy,82.0,20.0,4.4,1.8,3.0,59.5,0.0,0.0,0.0,0.9,1.4,61.4,2.1,3.8,5.9,0.8,0.8,0.1,0.6,yes
453,Rob Williams,74.0,19.5,7.0,2.6,6.3,40.8,0.0,0.2,13.3,1.8,2.4,75.3,0.5,1.3,1.8,4.9,1.2,0.2,2.5,no
454,Jerry Eaves,82.0,19.4,9.3,3.4,7.0,48.7,0.0,0.1,12.5,2.4,3.0,81.0,0.4,1.1,1.5,2.6,0.6,0.0,1.9,no
455,Paul Pressey,79.0,19.3,6.7,2.7,5.9,45.7,0.0,0.1,11.1,1.3,2.2,59.7,1.1,2.5,3.6,2.6,1.3,0.6,2.0,yes
456,Brandon Davies,51.0,11.3,2.8,1.1,2.5,42.2,0.0,0.2,20.0,0.7,1.0,64.2,0.7,1.4,2.1,0.5,0.5,0.2,0.7,no
457,Lester Conner,75.0,18.9,4.9,1.9,4.0,47.9,0.0,0.1,0.0,1.1,1.5,69.9,0.9,2.0,2.9,3.4,1.6,0.1,1.3,yes
458,Mark Eaton,81.0,18.9,4.3,1.8,4.4,41.4,0.0,0.0,0.0,0.7,1.1,65.6,1.1,4.6,5.7,1.4,0.3,3.4,1.7,yes
459,Bill Garnett,75.0,18.8,6.3,2.3,4.3,53.3,0.0,0.0,0.0,1.7,2.3,74.1,1.9,3.5,5.4,1.4,0.6,0.9,1.1,no
460,Jeff Taylor,44.0,17.6,3.6,1.5,3.6,40.0,0.0,0.0,0.0,0.7,1.0,65.2,0.6,1.2,1.8,2.5,0.9,0.3,1.4,no
461,Jeff Taylor,77.0,19.6,6.1,2.2,5.2,43.1,0.7,2.0,34.4,1.0,1.3,72.8,0.7,1.3,1.9,0.8,0.6,0.2,0.6,no
462,Bryan Warrick,43.0,16.9,4.0,1.5,4.0,38.0,0.0,0.1,0.0,1.0,1.3,73.7,0.3,1.3,1.6,2.9,0.5,0.2,1.6,no
463,Sleepy Floyd,76.0,16.4,8.1,3.0,6.9,42.9,0.1,0.3,40.0,2.0,2.4,83.3,0.7,1.1,1.8,1.8,0.8,0.2,1.4,yes
464,Richard Anderson,78.0,16.3,5.2,2.2,5.5,40.4,0.1,0.2,36.8,0.6,0.9,69.6,1.4,2.1,3.5,1.5,0.7,0.3,1.2,yes
465,Russ Schoene,77.0,15.9,6.2,2.7,5.6,47.6,0.0,0.1,25.0,0.8,1.1,73.5,1.2,2.1,3.3,0.8,0.3,0.3,1.1,no
466,John Bagley,68.0,14.6,5.7,2.4,5.5,43.2,0.0,0.2,0.0,0.9,1.2,76.2,0.3,1.2,1.4,2.5,0.8,0.1,1.7,yes
467,Archie Goodwin,52.0,10.3,3.7,1.5,3.2,45.5,0.1,0.7,13.9,0.7,1.1,67.3,0.5,1.2,1.7,0.4,0.4,0.2,0.8,no
468,Cliff Levingston,62.0,14.2,5.6,2.1,4.4,48.5,0.0,0.0,0.0,1.4,2.4,57.1,1.7,2.1,3.7,0.8,0.4,0.6,1.2,yes
